Feeder,Inventory,Blackout_count,Age,City,Inventory_Blackout_count,Inventory_Blackout_mean,Diff,Customer_count,Duration
TAC558-L,TAC558,1,30,ANKARA,21,2.333333333,-1.333333333,17,0.341111111
TAC558-M,TAC558,2,30,ANKARA,21,2.333333333,-0.333333333,13,2.688888889
TAC559-A,TAC559,3,16,ANKARA,7,1.75,1.25,16.33333333,1.12037037
TAC559-C,TAC559,2,16,ANKARA,7,1.75,0.25,15,4.795
TAC559-E,TAC559,1,16,ANKARA,7,1.75,-0.75,5,1.123333333
TAC559-F,TAC559,1,16,ANKARA,7,1.75,-0.75,4,4.2
TAC561-1,TAC561,1,30,ANKARA,3,1.5,-0.5,1087,0.328333333
TAC561-E,TAC561,2,30,ANKARA,3,1.5,0.5,24,0.722777777
TAC562-2,TAC562,1,30,ANKARA,7,1.4,-0.4,861,0.773611111
TAC562-B,TAC562,2,30,ANKARA,7,1.4,0.6,39.5,1.648472222
TAC562-D,TAC562,1,30,ANKARA,7,1.4,-0.4,35,1.883055555
TAC562-H,TAC562,2,30,ANKARA,7,1.4,0.6,24.5,4.217777778
TAC562-I,TAC562,1,30,ANKARA,7,1.4,-0.4,26,1.69
TAC563-2,TAC563,1,30,ANKARA,2,1,0,634,0.053611111
TAC563-C,TAC563,1,30,ANKARA,2,1,0,44,0.54
TAC564-A,TAC564,2,14,ANKARA,2,2,0,41,0.389027778
TAC568-D,TAC568,1,14,ANKARA,12,2,-1,2,3.3075
TAC568-I,TAC568,2,14,ANKARA,12,2,0,1,2.347361111
TAC568-J,TAC568,1,14,ANKARA,12,2,-1,3,3.461666666
TAC568-L,TAC568,2,14,ANKARA,12,2,0,2,1.301944444
TAC568-M,TAC568,3,14,ANKARA,12,2,1,24,0.843333333
TAC568-S,TAC568,3,14,ANKARA,12,2,1,1,2.051759259
TAC570-3,TAC570,1,13,ANKARA,4,1.333333333,-0.333333333,118,0.850555555
TAC570-A,TAC570,1,13,ANKARA,4,1.333333333,-0.333333333,42,0.417777777
TAC570-K,TAC570,2,13,ANKARA,4,1.333333333,0.666666667,25,0.555555555
TAC572-2,TAC572,3,9,ANKARA,4,2,1,114,0.828363148
TAC572-3,TAC572,1,9,ANKARA,4,2,-1,2086,2.593448055
TAC573-3,TAC573,1,20,ANKARA,3,1,0,117,1.674166666
TAC573-B,TAC573,1,20,ANKARA,3,1,0,1,0.158888888
TAC573-E,TAC573,1,20,ANKARA,3,1,0,13,0.920277777
TAC574-3,TAC574,1,20,ANKARA,7,1.166666667,-0.166666667,223,0.544444444
TAC574-A,TAC574,2,20,ANKARA,7,1.166666667,0.833333333,225,2.630138889
TAC574-B,TAC574,1,20,ANKARA,7,1.166666667,-0.166666667,47,0.159444444
TAC574-D,TAC574,1,20,ANKARA,7,1.166666667,-0.166666667,15,0.867222222
TAC574-F,TAC574,1,20,ANKARA,7,1.166666667,-0.166666667,20,6.194166666
TAC574-H,TAC574,1,20,ANKARA,7,1.166666667,-0.166666667,40,1.777222222
TAC576-3,TAC576,2,28,ANKARA,5,1.666666667,0.333333333,86,1.240833333
TAC576-A,TAC576,2,28,ANKARA,5,1.666666667,0.333333333,85.5,0.069722222
TAC576-E,TAC576,1,28,ANKARA,5,1.666666667,-0.666666667,5,0.023611111
TAC580-1,TAC580,1,14,ANKARA,15,1.666666667,-0.666666667,11495,1.2475
TAC580-3,TAC580,2,14,ANKARA,15,1.666666667,0.333333333,838,2.575138889
TAC580-C,TAC580,1,14,ANKARA,15,1.666666667,-0.666666667,34,0.860833333
TAC580-D,TAC580,1,14,ANKARA,15,1.666666667,-0.666666667,55,3.524444444
TAC580-E,TAC580,1,14,ANKARA,15,1.666666667,-0.666666667,55,3.780277777
TAC580-F,TAC580,2,14,ANKARA,15,1.666666667,0.333333333,92,1.022361111
TAC580-G,TAC580,3,14,ANKARA,15,1.666666667,1.333333333,115,1.458333333
TAC580-H,TAC580,3,14,ANKARA,15,1.666666667,1.333333333,345,2.879907407
TAC580-I,TAC580,1,14,ANKARA,15,1.666666667,-0.666666667,99,0.993888888
TAC581-1,TAC581,1,21,ANKARA,27,3.857142857,-2.857142857,10618,0.012754444
TAC581-2,TAC581,1,21,ANKARA,27,3.857142857,-2.857142857,551,5.441944444
TAC581-E,TAC581,6,21,ANKARA,27,3.857142857,2.142857143,100,1.922731481
TAC581-F,TAC581,12,21,ANKARA,27,3.857142857,8.142857143,102.4166667,1.548773148
TAC581-G,TAC581,3,21,ANKARA,27,3.857142857,-0.857142857,47.33333333,2.65574074
TAC581-H,TAC581,3,21,ANKARA,27,3.857142857,-0.857142857,101.3333333,1.22824074
TAC581-I,TAC581,1,21,ANKARA,27,3.857142857,-2.857142857,2,0.769722222
TAC582-1,TAC582,1,26,ANKARA,2,1,0,363,0.240833333
TAC582-E,TAC582,1,26,ANKARA,2,1,0,77,6.159166666
TAC583-A,TAC583,1,23,ANKARA,1,1,0,265,2.153888888
TAC584-E,TAC584,9,19,ANKARA,22,4.4,4.6,398.2222222,1.128487654
TAC584-G,TAC584,3,19,ANKARA,22,4.4,-1.4,212,2.734074074
TAC584-H,TAC584,1,19,ANKARA,22,4.4,-3.4,281,0.596388888
TAC584-I,TAC584,5,19,ANKARA,22,4.4,0.6,178.8,3.456833333
TAC584-J,TAC584,4,19,ANKARA,22,4.4,-0.4,234,1.406597222
TAC585-3,TAC585,2,24,ANKARA,26,4.333333333,-2.333333333,666.5,1.878472222
TAC585-C,TAC585,1,24,ANKARA,26,4.333333333,-3.333333333,64,2.998333333
TAC585-D,TAC585,2,24,ANKARA,26,4.333333333,-2.333333333,148,3.209027778
TAC585-E,TAC585,15,24,ANKARA,26,4.333333333,10.66666667,268.2666667,2.393407407
TAC585-F,TAC585,5,24,ANKARA,26,4.333333333,0.666666667,236.2,2.380777777
TAC585-H,TAC585,1,24,ANKARA,26,4.333333333,-3.333333333,103,1.195
TAC587-E,TAC587,1,24,ANKARA,5,1.666666667,-0.666666667,121,1.123611111
TAC587-F,TAC587,1,24,ANKARA,5,1.666666667,-0.666666667,168,1.303888888
TAC587-G,TAC587,3,24,ANKARA,5,1.666666667,1.333333333,326.3333333,2.657499999
TAC588-A,TAC588,1,19,ANKARA,14,1.555555556,-0.555555556,7,0.739722222
TAC588-B,TAC588,2,19,ANKARA,14,1.555555556,0.444444444,13,0.453472222
TAC588-C,TAC588,1,19,ANKARA,14,1.555555556,-0.555555556,6,0.08
TAC588-E,TAC588,1,19,ANKARA,14,1.555555556,-0.555555556,297,2.104722222
TAC588-F,TAC588,2,19,ANKARA,14,1.555555556,0.444444444,162,3.24875
TAC588-G,TAC588,1,19,ANKARA,14,1.555555556,-0.555555556,113,4.08
TAC588-H,TAC588,2,19,ANKARA,14,1.555555556,0.444444444,70.5,1.112916666
TAC588-I,TAC588,1,19,ANKARA,14,1.555555556,-0.555555556,139,1.923888888
TAC588-J,TAC588,3,19,ANKARA,14,1.555555556,1.444444444,157,0.717314815
TAC589-E,TAC589,8,24,ANKARA,11,3.666666667,4.333333333,159,1.5125
TAC589-F,TAC589,2,24,ANKARA,11,3.666666667,-1.666666667,127,1.819861111
TAC589-G,TAC589,1,24,ANKARA,11,3.666666667,-2.666666667,170,2.532222222
TAC590-2,TAC590,1,24,ANKARA,30,4.285714286,-3.285714286,4056,0.895277777
TAC590-3,TAC590,5,24,ANKARA,30,4.285714286,0.714285714,1094,0.786166666
TAC590-C,TAC590,15,24,ANKARA,30,4.285714286,10.71428571,10.86666667,1.966925926
TAC590-D,TAC590,1,24,ANKARA,30,4.285714286,-3.285714286,15,0.237222222
TAC590-G,TAC590,1,24,ANKARA,30,4.285714286,-3.285714286,230,1.200277777
TAC590-H,TAC590,6,24,ANKARA,30,4.285714286,1.714285714,122,1.475694444
TAC590-I,TAC590,1,24,ANKARA,30,4.285714286,-3.285714286,333,1.385833333
TAC592-3,TAC592,1,26,ANKARA,28,3.5,-2.5,1571,1.301666666
TAC592-C,TAC592,3,26,ANKARA,28,3.5,-0.5,83.33333333,2.69861111
TAC592-D,TAC592,9,26,ANKARA,28,3.5,5.5,513.1111111,1.955154321
TAC592-E,TAC592,1,26,ANKARA,28,3.5,-2.5,158,1.277777777
TAC592-F,TAC592,1,26,ANKARA,28,3.5,-2.5,32,2.798055555
TAC592-H,TAC592,9,26,ANKARA,28,3.5,5.5,192.8888889,1.653271605
TAC592-I,TAC592,3,26,ANKARA,28,3.5,-0.5,248.3333333,3.62537037
TAC592-J,TAC592,1,26,ANKARA,28,3.5,-2.5,266,7.087777777
TAC594-1,TAC594,1,24,ANKARA,23,3.833333333,-2.833333333,1140,3.858055555
TAC594-3,TAC594,2,24,ANKARA,23,3.833333333,-1.833333333,622,2.365833333
TAC594-C,TAC594,2,24,ANKARA,23,3.833333333,-1.833333333,7,3.69125
TAC594-F,TAC594,2,24,ANKARA,23,3.833333333,-1.833333333,223,0.832222222
TAC594-G,TAC594,13,24,ANKARA,23,3.833333333,9.166666667,160.7692308,1.916089743
TAC594-I,TAC594,3,24,ANKARA,23,3.833333333,-0.833333333,172,4.430462963
TAC595-3,TAC595,1,24,ANKARA,14,3.5,-2.5,699,1.686388888
TAC595-E,TAC595,3,24,ANKARA,14,3.5,-0.5,160.3333333,0.537407407
TAC595-F,TAC595,6,24,ANKARA,14,3.5,2.5,55,1.792824074
TAC595-H,TAC595,4,24,ANKARA,14,3.5,0.5,467.25,2.809097222
TAC596-2,TAC596,2,24,ANKARA,7,1.75,0.25,7960,0.075138889
TAC596-3,TAC596,2,24,ANKARA,7,1.75,0.25,7.5,3.034166666
TAC596-G,TAC596,2,24,ANKARA,7,1.75,0.25,1,2.6675
TAC596-H,TAC596,1,24,ANKARA,7,1.75,-0.75,5,0.458333333
TAC597-1,TAC597,1,21,ANKARA,17,2.833333333,-1.833333333,745,0.146944444
TAC597-3,TAC597,1,21,ANKARA,17,2.833333333,-1.833333333,844,1.888333333
TAC597-B,TAC597,6,21,ANKARA,17,2.833333333,3.166666667,384.6666667,1.411898148
TAC597-C,TAC597,3,21,ANKARA,17,2.833333333,0.166666667,25.66666667,3.311944444
TAC597-E,TAC597,5,21,ANKARA,17,2.833333333,2.166666667,257.8,1.044833333
TAC597-F,TAC597,1,21,ANKARA,17,2.833333333,-1.833333333,24,4.346111111
TAC598-3,TAC598,1,13,ANKARA,9,1.5,-0.5,1329,0.600555555
TAC598-C,TAC598,2,13,ANKARA,9,1.5,0.5,137,1.427083333
TAC598-D,TAC598,1,13,ANKARA,9,1.5,-0.5,112,0.884444444
TAC598-J,TAC598,1,13,ANKARA,9,1.5,-0.5,100,0.790277777
TAC598-K,TAC598,1,13,ANKARA,9,1.5,-0.5,201,6.473333333
TAC598-M,TAC598,3,13,ANKARA,9,1.5,1.5,169.6666667,1.241018518
TAC599-1,TAC599,1,13,ANKARA,4,1,0,2174,1.774722222
TAC599-3,TAC599,1,13,ANKARA,4,1,0,898,1.708055555
TAC599-E,TAC599,1,13,ANKARA,4,1,0,53,0.673055555
TAC599-K,TAC599,1,13,ANKARA,4,1,0,36,2.668888888
TAC600-1,TAC600,3,15,ANKARA,11,2.2,0.8,1418,0.050332685
TAC600-2,TAC600,3,15,ANKARA,11,2.2,0.8,1341.666667,0.485200555
TAC600-3,TAC600,3,15,ANKARA,11,2.2,0.8,3854,1.359161018
TAC600-C,TAC600,1,15,ANKARA,11,2.2,-1.2,73,46.78527778
TAC600-J,TAC600,1,15,ANKARA,11,2.2,-1.2,166,4.258055555
TAC604-3,TAC604,4,39,ANKARA,29,3.625,0.375,1631,1.635
TAC604-D,TAC604,7,39,ANKARA,29,3.625,3.375,213.5714286,1.796031746
TAC604-E,TAC604,1,39,ANKARA,29,3.625,-2.625,21,0.636666666
TAC604-F,TAC604,5,39,ANKARA,29,3.625,1.375,229.8,1.737444444
TAC604-G,TAC604,2,39,ANKARA,29,3.625,-1.625,214,4.139861111
TAC604-H,TAC604,1,39,ANKARA,29,3.625,-2.625,250,0.577777777
TAC604-I,TAC604,2,39,ANKARA,29,3.625,-1.625,323.5,1.756944444
TAC604-J,TAC604,7,39,ANKARA,29,3.625,3.375,242,1.38281746
TAC605-B,TAC605,2,21,ANKARA,6,2,0,129,2.468055555
TAC605-D,TAC605,2,21,ANKARA,6,2,0,41,1.274861111
TAC605-E,TAC605,2,21,ANKARA,6,2,0,599,1.27625
TAC606-3,TAC606,2,7,ANKARA,3,1.5,0.5,1054,2.953194444
TAC606-D,TAC606,1,7,ANKARA,3,1.5,-0.5,88,2.765833333
TAC607-1,TAC607,1,12,ANKARA,4,1,0,11470,1.854444444
TAC607-2,TAC607,1,12,ANKARA,4,1,0,10760,0.325277777
TAC607-H,TAC607,1,12,ANKARA,4,1,0,89,3.906666666
TAC607-J,TAC607,1,12,ANKARA,4,1,0,91,0.337222222
TAC608-3,TAC608,1,22,ANKARA,13,2.6,-1.6,913,1.698055555
TAC608-C,TAC608,6,22,ANKARA,13,2.6,3.4,425,0.841203703
TAC608-D,TAC608,2,22,ANKARA,13,2.6,-0.6,65,1.537777777
TAC608-E,TAC608,2,22,ANKARA,13,2.6,-0.6,108.5,0.882916666
TAC608-J,TAC608,2,22,ANKARA,13,2.6,-0.6,146,0.482916666
TAC610-D,TAC610,4,24,ANKARA,13,3.25,0.75,193,3.278333333
TAC610-E,TAC610,4,24,ANKARA,13,3.25,0.75,242.75,0.765416666
TAC610-G,TAC610,2,24,ANKARA,13,3.25,-1.25,193,1.141666667
TAC610-H,TAC610,3,24,ANKARA,13,3.25,-0.25,135.6666667,3.140277777
TAC614-3,TAC614,5,24,ANKARA,13,4.333333333,0.666666667,519.6,0.903166666
TAC614-F,TAC614,2,24,ANKARA,13,4.333333333,-2.333333333,43,3.321527778
TAC614-G,TAC614,6,24,ANKARA,13,4.333333333,1.666666667,305.3333333,2.084537037
TAC615-G,TAC615,1,24,ANKARA,3,1.5,-0.5,37,2.968611111
TAC615-H,TAC615,2,24,ANKARA,3,1.5,0.5,38,3.238611111
TAC617-2,TAC617,1,15,ANKARA,7,1.4,-0.4,178,1.3325
TAC617-C,TAC617,2,15,ANKARA,7,1.4,0.6,197.5,2.086527777
TAC617-G,TAC617,1,15,ANKARA,7,1.4,-0.4,172,4.542222222
TAC617-H,TAC617,2,15,ANKARA,7,1.4,0.6,117,0.553611111
TAC617-I,TAC617,1,15,ANKARA,7,1.4,-0.4,78,3.110555555
TAC619-3,TAC619,1,35,ANKARA,5,1.25,-0.25,1054,1.785277777
TAC619-B,TAC619,1,35,ANKARA,5,1.25,-0.25,178,5.129722222
TAC619-D,TAC619,2,35,ANKARA,5,1.25,0.75,128,0.840555555
TAC619-F,TAC619,1,35,ANKARA,5,1.25,-0.25,98,1.315277777
TAC620-1,TAC620,1,15,ANKARA,2,1,0,725,1.980555555
TAC620-2,TAC620,1,15,ANKARA,2,1,0,730,0.961666666
TAC621-1,TAC621,4,24,ANKARA,16,2.285714286,1.714285714,3185.5,0.357569444
TAC621-2,TAC621,2,24,ANKARA,16,2.285714286,-0.285714286,1056.5,0.286527778
TAC621-3,TAC621,1,24,ANKARA,16,2.285714286,-1.285714286,777,0.728055555
TAC621-B,TAC621,1,24,ANKARA,16,2.285714286,-1.285714286,98,0.976111111
TAC621-D,TAC621,3,24,ANKARA,16,2.285714286,0.714285714,213,1.149259259
TAC621-E,TAC621,2,24,ANKARA,16,2.285714286,-0.285714286,84,3.222777777
TAC621-H,TAC621,3,24,ANKARA,16,2.285714286,0.714285714,32,1.499814814
TAC622-1,TAC622,2,24,ANKARA,10,1.666666667,0.333333333,1057,1.085972222
TAC622-2,TAC622,1,24,ANKARA,10,1.666666667,-0.666666667,679,0.340555555
TAC622-3,TAC622,4,24,ANKARA,10,1.666666667,2.333333333,488.75,1.991180555
TAC622-G,TAC622,1,24,ANKARA,10,1.666666667,-0.666666667,6,0.060277777
TAC622-J,TAC622,1,24,ANKARA,10,1.666666667,-0.666666667,15,1.011944444
TAC622-K,TAC622,1,24,ANKARA,10,1.666666667,-0.666666667,68,0.097222222
TAC624-3,TAC624,2,14,ANKARA,5,1.666666667,0.333333333,1313,1.158194444
TAC624-H,TAC624,2,14,ANKARA,5,1.666666667,0.333333333,120.5,1.987777778
TAC624-I,TAC624,1,14,ANKARA,5,1.666666667,-0.666666667,134,0.350833333
TAC626-1,TAC626,1,23,ANKARA,59,4.916666667,-3.916666667,6300,1.981388888
TAC626-2,TAC626,3,23,ANKARA,59,4.916666667,-1.916666667,4576,0.086481481
TAC626-3,TAC626,6,23,ANKARA,59,4.916666667,1.083333333,1700.333333,1.094907407
TAC626-A,TAC626,2,23,ANKARA,59,4.916666667,-2.916666667,328,3.889861111
TAC626-B,TAC626,13,23,ANKARA,59,4.916666667,8.083333333,288.9230769,2.385128205
TAC626-C,TAC626,16,23,ANKARA,59,4.916666667,11.08333333,290.9375,1.756944444
TAC626-E,TAC626,1,23,ANKARA,59,4.916666667,-3.916666667,90,0.576388888
TAC626-F,TAC626,4,23,ANKARA,59,4.916666667,-0.916666667,197.5,1.440208333
TAC626-H,TAC626,5,23,ANKARA,59,4.916666667,0.083333333,143,2.887777778
TAC626-I,TAC626,4,23,ANKARA,59,4.916666667,-0.916666667,268.25,1.019305555
TAC626-J,TAC626,3,23,ANKARA,59,4.916666667,-1.916666667,284,2.86324074
TAC626-K,TAC626,1,23,ANKARA,59,4.916666667,-3.916666667,145,0.846111111
TAC627-C,TAC627,1,24,ANKARA,1,1,0,19,3.287777777
TAC628-3,TAC628,1,22,ANKARA,5,1.666666667,-0.666666667,1269,0.329166666
TAC628-B,TAC628,3,22,ANKARA,5,1.666666667,1.333333333,179.3333333,2.209722222
TAC628-D,TAC628,1,22,ANKARA,5,1.666666667,-0.666666667,113,0.716111111
TAC629-3,TAC629,3,22,ANKARA,4,2,1,1154,1.504629629
TAC629-D,TAC629,1,22,ANKARA,4,2,-1,94,0.536388888
TAC630-1,TAC630,1,36,ANKARA,1,1,0,200,0.883611111
TAC632-H,TAC632,3,23,ANKARA,3,3,0,71.33333333,1.457592592
TAC633-E,TAC633,3,23,ANKARA,4,2,1,1,1.178611111
TAC633-F,TAC633,1,23,ANKARA,4,2,-1,2,1.035
TAC634-2,TAC634,2,23,ANKARA,2,2,0,3391,0.093888888
TAC635-F,TAC635,1,23,ANKARA,4,1.333333333,-0.333333333,2,0.065
TAC635-H,TAC635,2,23,ANKARA,4,1.333333333,0.666666667,2,0.707361111
TAC635-I,TAC635,1,23,ANKARA,4,1.333333333,-0.333333333,6,1.191388888
TAC636-1,TAC636,1,12,ANKARA,6,2,-1,1777,0.445833333
TAC636-2,TAC636,2,12,ANKARA,6,2,0,1278.5,0.265833333
TAC636-3,TAC636,3,12,ANKARA,6,2,1,43.33333333,3.742962963
TAC638-2,TAC638,1,15,ANKARA,2,1,0,800,0.2
TAC638-3,TAC638,1,15,ANKARA,2,1,0,447,0.478888888
TAC639-I,TAC639,1,9,ANKARA,2,1,0,71,2.021388888
TAC639-J,TAC639,1,9,ANKARA,2,1,0,71,6.573055555
TAC640-3,TAC640,1,4,ANKARA,6,3,-2,319,1.856111111
TAC640-A,TAC640,5,4,ANKARA,6,3,2,319,2.766277777
TAC642-A,TAC642,4,33,ANKARA,5,2.5,1.5,181.5,1.194236111
TAC642-B,TAC642,1,33,ANKARA,5,2.5,-1.5,43,0.212777777
TAC643-1,TAC643,12,20,ANKARA,39,4.333333333,7.666666667,1623.583333,0.765624837
TAC643-2,TAC643,6,20,ANKARA,39,4.333333333,1.666666667,1124,0.334625602
TAC643-3,TAC643,10,20,ANKARA,39,4.333333333,5.666666667,930.7,0.899444444
TAC643-C,TAC643,3,20,ANKARA,39,4.333333333,-1.333333333,20,1.087314814
TAC643-D,TAC643,1,20,ANKARA,39,4.333333333,-3.333333333,84,1.340277777
TAC643-E,TAC643,1,20,ANKARA,39,4.333333333,-3.333333333,84,0.115555555
TAC643-J,TAC643,3,20,ANKARA,39,4.333333333,-1.333333333,102,1.771666666
TAC643-K,TAC643,2,20,ANKARA,39,4.333333333,-2.333333333,187,1.372222222
TAC643-M,TAC643,1,20,ANKARA,39,4.333333333,-3.333333333,254,0.959722222
TAC644-1,TAC644,2,47,ANKARA,14,2.8,-0.8,1171.5,0.383611111
TAC644-2,TAC644,1,47,ANKARA,14,2.8,-1.8,297,3.185833333
TAC644-A,TAC644,1,47,ANKARA,14,2.8,-1.8,84,3.485833333
TAC644-B,TAC644,8,47,ANKARA,14,2.8,5.2,6.125,2.872118055
TAC644-I,TAC644,2,47,ANKARA,14,2.8,-0.8,3,1.146527778
TAC645-2,TAC645,1,38,ANKARA,3,1.5,-0.5,105,1.235555555
TAC645-C,TAC645,2,38,ANKARA,3,1.5,0.5,71,5.164166666
TAC646-3,TAC646,1,39,ANKARA,6,2,-1,670,0.101666666
TAC646-A,TAC646,3,39,ANKARA,6,2,1,54.66666667,1.788703703
TAC646-B,TAC646,2,39,ANKARA,6,2,0,2,0.303194444
TAC647-2,TAC647,1,1,ANKARA,6,3,-2,623,1.03
TAC647-G,TAC647,5,1,ANKARA,6,3,2,308.2,2.084333333
TAC648-1,TAC648,1,41,ANKARA,1,1,0,500,0.9375
TAC649-1,TAC649,2,22,ANKARA,3,1.5,0.5,5106.5,0.083611111
TAC649-2,TAC649,1,22,ANKARA,3,1.5,-0.5,3607,0.916111111
TAC650-1,TAC650,1,9,ANKARA,3,1.5,-0.5,2066,0.441666666
TAC650-2,TAC650,2,9,ANKARA,3,1.5,0.5,1441,0.427777778
TAC651-3,TAC651,1,23,ANKARA,4,1.333333333,-0.333333333,235,0.201944444
TAC651-C,TAC651,2,23,ANKARA,4,1.333333333,0.666666667,45,3.642777778
TAC651-D,TAC651,1,23,ANKARA,4,1.333333333,-0.333333333,127,0.786111111
TAC652-E,TAC652,2,23,ANKARA,2,2,0,107,3.970138889
TAC654-1,TAC654,1,24,ANKARA,16,1.454545455,-0.454545455,1532,0.347777777
TAC654-3,TAC654,1,24,ANKARA,16,1.454545455,-0.454545455,760,2.208055555
TAC654-A,TAC654,4,24,ANKARA,16,1.454545455,2.545454545,36,1.542013889
TAC654-B,TAC654,2,24,ANKARA,16,1.454545455,0.545454545,42,3.345555556
TAC654-C,TAC654,2,24,ANKARA,16,1.454545455,0.545454545,79.5,0.37375
TAC654-D,TAC654,1,24,ANKARA,16,1.454545455,-0.454545455,19,0.010555555
TAC654-F,TAC654,1,24,ANKARA,16,1.454545455,-0.454545455,80,3.115555555
TAC654-H,TAC654,1,24,ANKARA,16,1.454545455,-0.454545455,24,0.586666666
TAC654-I,TAC654,1,24,ANKARA,16,1.454545455,-0.454545455,158,4.949166666
TAC654-J,TAC654,1,24,ANKARA,16,1.454545455,-0.454545455,5,1.51
TAC654-K,TAC654,1,24,ANKARA,16,1.454545455,-0.454545455,20,4.776111111
TAC655-3,TAC655,3,39,ANKARA,8,2,1,147.3333333,1.615555555
TAC655-C,TAC655,2,39,ANKARA,8,2,0,2,3.885833333
TAC655-F,TAC655,1,39,ANKARA,8,2,-1,16,2.706111111
TAC655-H,TAC655,2,39,ANKARA,8,2,0,17,0.90375
TAC658-A,TAC658,1,32,ANKARA,1,1,0,169,0.944166666
TAC659-2,TAC659,1,23,ANKARA,12,4,-3,1130,0.805833333
TAC659-C,TAC659,3,23,ANKARA,12,4,-1,65,1.949259259
TAC659-D,TAC659,8,23,ANKARA,12,4,4,45.375,2.795451389
TAC660-1,TAC660,1,27,ANKARA,1,1,0,1347,0.494722222
TAC661-1,TAC661,1,9,ANKARA,2,1,0,1347,3.311388888
TAC661-A,TAC661,1,9,ANKARA,2,1,0,3,2.852222222
TAC662-1,TAC662,1,9,ANKARA,10,1.666666667,-0.666666667,148,1.170833333
TAC662-3,TAC662,2,9,ANKARA,10,1.666666667,0.333333333,616.5,1.771666666
TAC662-A,TAC662,1,9,ANKARA,10,1.666666667,-0.666666667,34,0.27
TAC662-B,TAC662,3,9,ANKARA,10,1.666666667,1.333333333,1,0.987499999
TAC662-I,TAC662,1,9,ANKARA,10,1.666666667,-0.666666667,2,1.2725
TAC662-U,TAC662,2,9,ANKARA,10,1.666666667,0.333333333,16,3.716111111
TAC663-1,TAC663,3,6,ANKARA,3,3,0,141,0.531666666
TAC664-2,TAC664,1,9,ANKARA,1,1,0,8,0.943055555
TAC665-A,TAC665,1,14,ANKARA,1,1,0,34,2.859166666
TAC667-2,TAC667,1,9,ANKARA,1,1,0,75,0.089444444
TAC668-1,TAC668,2,16,ANKARA,4,1.333333333,0.666666667,262.5,2.855277778
TAC668-B,TAC668,1,16,ANKARA,4,1.333333333,-0.333333333,10,0.116388888
TAC668-D,TAC668,1,16,ANKARA,4,1.333333333,-0.333333333,2,2.1025
TAC671-A,TAC671,1,10,ANKARA,6,1.2,-0.2,1,0.1125
TAC671-B,TAC671,1,10,ANKARA,6,1.2,-0.2,1,0.293333333
TAC671-E,TAC671,1,10,ANKARA,6,1.2,-0.2,33,0.526111111
TAC671-G,TAC671,1,10,ANKARA,6,1.2,-0.2,13,0.235833333
TAC671-I,TAC671,2,10,ANKARA,6,1.2,0.8,49,3.900277778
TAC672-1,TAC672,1,9,ANKARA,1,1,0,1194,0.4425
TAC675-1,TAC675,1,9,ANKARA,1,1,0,100,3.838888888
TAC676-3,TAC676,1,16,ANKARA,1,1,0,2,0.578888888
TAC677-2,TAC677,1,11,ANKARA,1,1,0,10,0.904166666
TAC679-1,TAC679,1,9,ANKARA,1,1,0,906,0.135833333
TAC680-E,TAC680,13,23,ANKARA,41,10.25,2.75,421.9230769,2.081431624
TAC680-F,TAC680,17,23,ANKARA,41,10.25,6.75,297.5294118,1.241584967
TAC680-G,TAC680,5,23,ANKARA,41,10.25,-5.25,339,0.355444444
TAC680-H,TAC680,6,23,ANKARA,41,10.25,-4.25,268,2.508842592
TAC681-3,TAC681,1,23,ANKARA,1,1,0,1115,1.124444444
TAC685-A,TAC685,1,23,ANKARA,2,1,0,3,0.787222222
TAC685-H,TAC685,1,23,ANKARA,2,1,0,252,0.455833333
TAC688-3,TAC688,1,14,ANKARA,19,3.166666667,-2.166666667,12781,1.091666666
TAC688-A,TAC688,5,14,ANKARA,19,3.166666667,1.833333333,283.6,3.026666666
TAC688-B,TAC688,1,14,ANKARA,19,3.166666667,-2.166666667,70,0.080555555
TAC688-C,TAC688,6,14,ANKARA,19,3.166666667,2.833333333,480.8333333,1.509351852
TAC688-D,TAC688,5,14,ANKARA,19,3.166666667,1.833333333,384.4,0.686555555
TAC688-G,TAC688,1,14,ANKARA,19,3.166666667,-2.166666667,72,0.070555555
TAC690-3,TAC690,2,27,ANKARA,6,1.5,0.5,567.5,1.083055555
TAC690-A,TAC690,1,27,ANKARA,6,1.5,-0.5,7,5.304166666
TAC690-B,TAC690,1,27,ANKARA,6,1.5,-0.5,142,2.1625
TAC690-H,TAC690,2,27,ANKARA,6,1.5,0.5,161,1.2525
TAC691-C,TAC691,1,24,ANKARA,2,1,0,64,3.191388888
TAC691-H,TAC691,1,24,ANKARA,2,1,0,84,0.725555555
TAC692-2,TAC692,2,21,ANKARA,18,3,-1,1130,0.842083333
TAC692-3,TAC692,1,21,ANKARA,18,3,-2,1926,2.213611111
TAC692-B,TAC692,1,21,ANKARA,18,3,-2,90,2.496388888
TAC692-G,TAC692,2,21,ANKARA,18,3,-1,74.5,1.151527777
TAC692-H,TAC692,9,21,ANKARA,18,3,6,278.5555556,1.671635802
TAC692-I,TAC692,3,21,ANKARA,18,3,0,319.3333333,4.089629629
TAC693-2,TAC693,1,6,ANKARA,4,1.333333333,-0.333333333,337,1.6625
TAC693-3,TAC693,2,6,ANKARA,4,1.333333333,0.666666667,434.5,0.009166667
TAC693-C,TAC693,1,6,ANKARA,4,1.333333333,-0.333333333,1,0.784166666
